08
H2O16c_ppm_se,H2O18c_ppm_se,HODc_ppm_se,
1.22513e+04,2.41034e+01,3.27963e+00,
1.22213e+04,2.40610e+01,3.30683e+00,
1.22710e+04,2.41442e+01,3.31143e+00,
1.22879e+04,2.41953e+01,3.31159e+00,
1.22771e+04,2.41745e+01,3.31326e+00,
1.22465e+04,2.40991e+01,3.31771e+00,
1.22895e+04,2.41940e+01,3.31362e+00,
1.22715e+04,2.41675e+01,3.30608e+00,
1.22581e+04,2.41273e+01,3.28933e+00,
1.22637e+04,2.41160e+01,3.31101e+00,
1.22182e+04,2.40653e+01,3.29210e+00,
1.22442e+04,2.41318e+01,3.29106e+00,
1.22733e+04,2.41374e+01,3.29659e+00,
1.22275e+04,2.40695e+01,3.29552e+00,
1.22122e+04,2.40449e+01,3.28547e+00,
1.22348e+04,2.41113e+01,3.29936e+00,
1.22198e+04,2.40419e+01,3.28962e+00,
1.22195e+04,2.40326e+01,3.30462e+00,
1.22298e+04,2.40400e+01,3.30146e+00,
1.22109e+04,2.40199e+01,3.28393e+00,
1.22464e+04,2.41012e+01,3.30167e+00,
1.22391e+04,2.40750e+01,3.28506e+00,
1.22374e+04,2.41116e+01,3.31230e+00,
1.22481e+04,2.41205e+01,3.29655e+00,
1.22347e+04,2.40736e+01,3.31618e+00,
1.21933e+04,2.40034e+01,3.29696e+00,
1.22101e+04,2.40253e+01,3.28680e+00,
1.22184e+04,2.40555e+01,3.30396e+00,
1.21964e+04,2.40212e+01,3.29728e+00,
1.22380e+04,2.40752e+01,3.28975e+00,
1.22157e+04,2.40708e+01,3.29295e+00,
1.22159e+04,2.40300e+01,3.28829e+00,
1.22007e+04,2.40340e+01,3.28955e+00,
1.22142e+04,2.40539e+01,3.31348e+00,
1.21986e+04,2.40052e+01,3.29678e+00,
1.22505e+04,2.40958e+01,3.29416e+00,
1.22196e+04,2.40541e+01,3.29587e+00,
1.22134e+04,2.40536e+01,3.29036e+00,
1.21983e+04,2.40108e+01,3.30562e+00,
1.21954e+04,2.40252e+01,3.27117e+00,
1.21955e+04,2.39918e+01,3.26768e+00,
1.21968e+04,2.39987e+01,3.28336e+00,
1.21946e+04,2.39998e+01,3.30587e+00,
1.21904e+04,2.39973e+01,3.29223e+00,
1.22342e+04,2.40773e+01,3.28715e+00,
1.22059e+04,2.40415e+01,3.28826e+00,
1.21945e+04,2.40004e+01,3.30856e+00,
1.22072e+04,2.40466e+01,3.28016e+00,
1.22321e+04,2.40702e+01,3.29095e+00,
1.22137e+04,2.40309e+01,3.28906e+00,
1.22092e+04,2.40505e+01,3.27625e+00,
1.22134e+04,2.40210e+01,3.29000e+00,
1.21809e+04,2.39866e+01,3.26929e+00,
1.22047e+04,2.40264e+01,3.29429e+00,
1.22430e+04,2.41134e+01,3.29603e+00,
1.22510e+04,2.40983e+01,3.29932e+00,
1.22507e+04,2.40905e+01,3.31834e+00,
1.22189e+04,2.40547e+01,3.29474e+00,
1.22149e+04,2.40642e+01,3.30605e+00,
1.22232e+04,2.40463e+01,3.29733e+00,
1.22104e+04,2.40385e+01,3.27978e+00,
1.22138e+04,2.40433e+01,3.28289e+00,
1.22249e+04,2.40305e+01,3.30216e+00,
1.22594e+04,2.41111e+01,3.30151e+00,
1.22491e+04,2.41112e+01,3.31375e+00,
1.22382e+04,2.40511e+01,3.30393e+00,
1.22415e+04,2.40787e+01,3.29202e+00,
1.22485e+04,2.40912e+01,3.30555e+00,
1.22271e+04,2.40751e+01,3.29640e+00,
1.21936e+04,2.40066e+01,3.29717e+00,
1.22226e+04,2.40579e+01,3.29646e+00,
1.22518e+04,2.41306e+01,3.29399e+00,
1.22382e+04,2.40712e+01,3.28231e+00,
1.22212e+04,2.40361e+01,3.29923e+00,
1.22288e+04,2.40614e+01,3.28253e+00,
1.22346e+04,2.40692e+01,3.29995e+00,
1.22245e+04,2.40432e+01,3.30255e+00,
1.22371e+04,2.40698e+01,3.31549e+00,
1.21994e+04,2.39926e+01,3.28831e+00,
1.22348e+04,2.40688e+01,3.28543e+00,
1.22362e+04,2.40662e+01,3.31086e+00,
1.22171e+04,2.40035e+01,3.28592e+00,
1.21988e+04,2.40032e+01,3.28431e+00,
1.22237e+04,2.40563e+01,3.30509e+00,
1.22151e+04,2.40370e+01,3.29785e+00,
1.22116e+04,2.40357e+01,3.28974e+00,
1.22302e+04,2.40303e+01,3.29430e+00,
1.21910e+04,2.39946e+01,3.29285e+00,
1.22239e+04,2.40394e+01,3.29730e+00,
1.22154e+04,2.40343e+01,3.28016e+00,
1.22234e+04,2.40489e+01,3.29383e+00,
1.22146e+04,2.40288e+01,3.29554e+00,
1.21937e+04,2.39880e+01,3.28445e+00,
1.21681e+04,2.39336e+01,3.28487e+00,
1.22035e+04,2.40011e+01,3.28834e+00,
1.22060e+04,2.40430e+01,3.29680e+00,
1.22016e+04,2.39942e+01,3.30253e+00,
1.21858e+04,2.39619e+01,3.28009e+00,
1.21929e+04,2.40032e+01,3.27923e+00,
1.21959e+04,2.39989e+01,3.29994e+00,
1.21849e+04,2.39877e+01,3.27049e+00,
1.20859e+04,2.37923e+01,3.23050e+00,
1.20303e+04,2.36800e+01,3.23558e+00,
1.19630e+04,2.35261e+01,3.22030e+00,
1.19455e+04,2.35026e+01,3.22095e+00,
1.19137e+04,2.34789e+01,3.20756e+00,
1.18881e+04,2.33869e+01,3.21228e+00,
1.18468e+04,2.33084e+01,3.17494e+00,
1.18154e+04,2.32657e+01,3.16355e+00,
1.17967e+04,2.32054e+01,3.15684e+00,
1.17652e+04,2.31586e+01,3.16880e+00,
1.17679e+04,2.31471e+01,3.16604e+00,
1.17049e+04,2.30448e+01,3.15051e+00,
1.17236e+04,2.30601e+01,3.14095e+00,
1.16639e+04,2.29604e+01,3.14748e+00,
1.16481e+04,2.29325e+01,3.14343e+00,
1.16493e+04,2.29009e+01,3.13704e+00,
1.16410e+04,2.29303e+01,3.12734e+00,
1.16040e+04,2.28536e+01,3.11973e+00,
1.15878e+04,2.27819e+01,3.11731e+00,
1.15641e+04,2.27549e+01,3.12034e+00,
1.14865e+04,2.25936e+01,3.09032e+00,
1.13973e+04,2.24058e+01,3.06776e+00,
1.12625e+04,2.21720e+01,3.01966e+00,
1.11322e+04,2.19148e+01,2.98330e+00,
1.09555e+04,2.15738e+01,2.93698e+00,
1.08205e+04,2.13065e+01,2.93571e+00,
1.06094e+04,2.08928e+01,2.87512e+00,
1.04466e+04,2.05675e+01,2.79565e+00,
1.02402e+04,2.01606e+01,2.73948e+00,
1.00494e+04,1.97987e+01,2.69944e+00,
9.83706e+03,1.93783e+01,2.64442e+00,
9.67373e+03,1.90495e+01,2.60736e+00,
9.43076e+03,1.85805e+01,2.53770e+00,
9.25042e+03,1.82141e+01,2.48374e+00,
9.01813e+03,1.77700e+01,2.40991e+00,
8.84304e+03,1.74210e+01,2.38554e+00,
8.58442e+03,1.69151e+01,2.31757e+00,
8.43031e+03,1.65983e+01,2.26265e+00,
8.20112e+03,1.61482e+01,2.21339e+00,
8.00652e+03,1.57174e+01,2.13383e+00,
7.77936e+03,1.53077e+01,2.08760e+00,
7.57570e+03,1.49023e+01,2.02972e+00,
7.33873e+03,1.44332e+01,1.98415e+00,
7.15166e+03,1.40371e+01,1.92136e+00,
6.91017e+03,1.35921e+01,1.84822e+00,
6.71041e+03,1.32043e+01,1.80106e+00,
6.49742e+03,1.27671e+01,1.74007e+00,
6.31061e+03,1.23995e+01,1.67984e+00,
6.08854e+03,1.19836e+01,1.64422e+00,
5.90992e+03,1.16020e+01,1.58795e+00,
5.69401e+03,1.11913e+01,1.53608e+00,
5.51828e+03,1.08314e+01,1.48413e+00,
5.30461e+03,1.04296e+01,1.40651e+00,
5.14175e+03,1.01147e+01,1.37859e+00,
4.96027e+03,9.73235e+00,1.33469e+00,
4.77278e+03,9.36030e+00,1.28249e+00,
4.58758e+03,8.99937e+00,1.23816e+00,
4.43575e+03,8.67744e+00,1.18622e+00,
4.25802e+03,8.32866e+00,1.15063e+00,
4.09685e+03,8.01462e+00,1.10587e+00,
3.93016e+03,7.67960e+00,1.07944e+00,
3.78429e+03,7.40854e+00,1.00872e+00,
3.62608e+03,7.08620e+00,9.72270e-01,
3.49828e+03,6.82924e+00,9.46937e-01,
3.35983e+03,6.53542e+00,9.17842e-01,
3.22921e+03,6.26925e+00,9.03420e-01,
3.09972e+03,6.01163e+00,8.30664e-01,
2.99638e+03,5.79503e+00,8.39977e-01,
2.86291e+03,5.52352e+00,8.04880e-01,
2.76753e+03,5.31663e+00,7.61128e-01,
2.65072e+03,5.08918e+00,7.28915e-01,
2.56513e+03,4.89223e+00,7.34582e-01,
2.45957e+03,4.68775e+00,7.13850e-01,
2.37358e+03,4.51770e+00,6.89952e-01,
2.28869e+03,4.33407e+00,6.67874e-01,
2.19865e+03,4.16171e+00,6.17992e-01,
2.11666e+03,4.00156e+00,6.01459e-01,
2.05429e+03,3.87441e+00,5.97301e-01,
1.97484e+03,3.69970e+00,5.71656e-01,
1.91778e+03,3.57350e+00,5.66693e-01,
1.85242e+03,3.44184e+00,5.85704e-01,
1.78288e+03,3.30213e+00,5.38564e-01,
1.72352e+03,3.18313e+00,5.37621e-01,
1.67617e+03,3.09482e+00,4.94996e-01,
1.61476e+03,2.96564e+00,5.02917e-01,
1.57872e+03,2.87197e+00,5.05611e-01,
1.52474e+03,2.77870e+00,4.73420e-01,
1.48608e+03,2.69193e+00,4.67810e-01,
1.43704e+03,2.59961e+00,4.31598e-01,
1.39224e+03,2.50480e+00,4.44585e-01,
1.34864e+03,2.42412e+00,4.43049e-01,
1.31098e+03,2.35916e+00,4.19268e-01,
1.27630e+03,2.27663e+00,4.17566e-01,
1.26626e+03,2.22699e+00,4.19223e-01,
1.22399e+03,2.14284e+00,4.02241e-01,
1.18894e+03,2.07482e+00,4.07367e-01,
1.15960e+03,2.02419e+00,3.69986e-01,
1.11987e+03,1.95543e+00,3.96325e-01,
1.10533e+03,1.91391e+00,3.52752e-01,
1.07650e+03,1.86436e+00,3.90811e-01,
1.05276e+03,1.81294e+00,3.59249e-01,
1.02345e+03,1.75944e+00,3.35896e-01,
1.00743e+03,1.71436e+00,3.53112e-01,
9.87258e+02,1.68615e+00,3.37486e-01,
9.57265e+02,1.63076e+00,3.53926e-01,
9.41660e+02,1.59812e+00,3.23845e-01,
9.32860e+02,1.56441e+00,3.10111e-01,
9.06106e+02,1.52885e+00,3.22532e-01,
8.77567e+02,1.49058e+00,3.19411e-01,
8.71686e+02,1.46285e+00,2.94543e-01,
8.57830e+02,1.43887e+00,2.86581e-01,
8.36159e+02,1.41028e+00,3.05990e-01,
8.24905e+02,1.36281e+00,3.10420e-01,
8.15868e+02,1.35115e+00,2.99748e-01,
7.96236e+02,1.32276e+00,2.85354e-01,
7.79738e+02,1.29593e+00,2.78905e-01,
7.66682e+02,1.27490e+00,3.01662e-01,
7.62780e+02,1.25605e+00,2.60193e-01,
7.41113e+02,1.22601e+00,2.75577e-01,
7.35614e+02,1.21094e+00,2.78097e-01,
7.36822e+02,1.19189e+00,2.68019e-01,
7.18688e+02,1.17456e+00,2.62810e-01,
7.18934e+02,1.15554e+00,2.78683e-01,
7.07590e+02,1.14447e+00,2.75919e-01,
6.87269e+02,1.12090e+00,2.61000e-01,
6.76854e+02,1.11053e+00,2.44795e-01,
6.78939e+02,1.09108e+00,2.21142e-01,
6.64205e+02,1.07124e+00,2.72231e-01,
6.67006e+02,1.06309e+00,2.46168e-01,
6.39830e+02,1.05500e+00,2.34930e-01,
6.42459e+02,1.05263e+00,2.47510e-01,
6.26916e+02,1.02009e+00,2.41418e-01,
6.23892e+02,1.01434e+00,2.75198e-01,
6.11965e+02,9.89776e-01,2.57025e-01,
6.21474e+02,9.90641e-01,2.38392e-01,
6.12375e+02,9.80349e-01,2.17981e-01,
6.04224e+02,9.65204e-01,2.26654e-01,
5.96810e+02,9.59034e-01,2.46093e-01,
5.95639e+02,9.47641e-01,2.39669e-01,
5.82292e+02,9.33762e-01,2.12682e-01,
5.75754e+02,9.21811e-01,2.33138e-01,
5.77820e+02,9.24335e-01,2.18825e-01,
5.67450e+02,9.00199e-01,2.23979e-01,
5.60632e+02,9.06814e-01,1.88882e-01,
5.61773e+02,8.98169e-01,2.07081e-01,
5.61128e+02,8.85079e-01,2.06635e-01,
5.53810e+02,8.71655e-01,2.23994e-01,
5.49647e+02,8.68990e-01,2.07379e-01,
5.45985e+02,8.60417e-01,2.04250e-01,
5.47540e+02,8.57005e-01,2.10026e-01,
5.40432e+02,8.45473e-01,1.88751e-01,
5.32601e+02,8.40283e-01,2.06298e-01,
5.21808e+02,8.32630e-01,1.76507e-01,
5.22608e+02,8.22821e-01,1.69597e-01,
5.19488e+02,8.21190e-01,1.87114e-01,
5.10067e+02,8.13056e-01,1.97350e-01,
5.15402e+02,8.17611e-01,1.99433e-01,
5.13711e+02,8.00340e-01,2.08890e-01,
5.07592e+02,7.98605e-01,2.09993e-01,
5.03604e+02,8.02975e-01,1.76075e-01,
5.10147e+02,7.88319e-01,2.01110e-01,
5.06664e+02,7.90517e-01,1.82900e-01,
4.94290e+02,7.74612e-01,1.82612e-01,
4.95365e+02,7.77896e-01,1.87339e-01,
4.82175e+02,7.64330e-01,1.51181e-01,
4.95257e+02,7.65672e-01,1.93503e-01,
4.84395e+02,7.49566e-01,1.64106e-01,
4.85740e+02,7.56862e-01,1.79713e-01,
4.83239e+02,7.44614e-01,1.56709e-01,
4.79063e+02,7.39702e-01,1.95222e-01,
4.78035e+02,7.41072e-01,2.03406e-01,
4.75814e+02,7.39375e-01,1.82719e-01,
4.74382e+02,7.33546e-01,1.76527e-01,
4.67742e+02,7.24586e-01,1.68445e-01,
4.63349e+02,7.19415e-01,1.74614e-01,
4.65136e+02,7.21496e-01,1.43761e-01,
4.53300e+02,7.13648e-01,1.55164e-01,
4.59421e+02,7.01828e-01,1.63762e-01,
4.60761e+02,7.11310e-01,1.77633e-01,
4.48030e+02,7.03034e-01,1.86173e-01,
4.52708e+02,7.08817e-01,2.06744e-01,
4.54751e+02,6.94720e-01,1.73805e-01,
4.46696e+02,7.02700e-01,1.48328e-01,
4.45472e+02,6.91643e-01,1.70251e-01,
4.48478e+02,6.93706e-01,1.70601e-01,
4.45344e+02,6.87204e-01,1.80334e-01,
4.41985e+02,6.85166e-01,1.62819e-01,
4.37313e+02,6.83242e-01,1.75896e-01,
4.42415e+02,6.82539e-01,1.43184e-01,
4.44941e+02,6.81108e-01,1.85037e-01,
4.35736e+02,6.71953e-01,1.46077e-01,
4.45788e+02,6.69071e-01,1.77606e-01,
4.31049e+02,6.69306e-01,1.43376e-01,
4.35875e+02,6.60240e-01,1.78184e-01,
4.19446e+02,6.52965e-01,1.81545e-01,
4.26645e+02,6.61029e-01,2.05401e-01,
4.26581e+02,6.61983e-01,1.76089e-01,
4.24771e+02,6.57103e-01,1.70800e-01,
4.13792e+02,6.52563e-01,1.66265e-01,
4.24215e+02,6.60514e-01,1.37082e-01,
4.18795e+02,6.52863e-01,1.61577e-01,
4.17999e+02,6.43025e-01,1.58589e-01,
4.16885e+02,6.47532e-01,1.89621e-01,
4.20318e+02,6.42406e-01,1.75985e-01,
4.15115e+02,6.54849e-01,1.87462e-01,
4.15030e+02,6.48971e-01,1.47841e-01,
4.08741e+02,6.29824e-01,1.63953e-01,
4.17925e+02,6.38237e-01,1.33399e-01,
4.11851e+02,6.37144e-01,1.57342e-01,
4.12151e+02,6.36102e-01,1.45292e-01,
4.07255e+02,6.31819e-01,1.48708e-01,
4.10692e+02,6.13545e-01,1.86318e-01,
4.09273e+02,6.28084e-01,1.41591e-01,
4.05772e+02,6.25742e-01,1.41532e-01,
4.07757e+02,6.25249e-01,1.75264e-01,
4.03722e+02,6.15296e-01,1.83173e-01,
4.06081e+02,6.22560e-01,1.52781e-01,
4.06633e+02,6.24236e-01,1.78248e-01,
4.00510e+02,6.22620e-01,1.29747e-01,
4.02148e+02,6.10368e-01,1.74952e-01,
3.99673e+02,6.05941e-01,1.77584e-01,
3.94903e+02,6.06462e-01,1.63485e-01,
3.99675e+02,6.22163e-01,1.57958e-01,
3.97491e+02,6.07143e-01,1.71340e-01,
3.92724e+02,6.12512e-01,1.79495e-01,
3.95452e+02,6.12418e-01,1.66935e-01,
3.95404e+02,6.09940e-01,1.80270e-01,
4.00382e+02,6.04052e-01,1.49246e-01,
4.01502e+02,6.01538e-01,1.60874e-01,
3.99754e+02,6.04595e-01,1.52457e-01,
3.84168e+02,6.03455e-01,1.40282e-01,
3.91080e+02,5.97018e-01,1.65973e-01,
3.90814e+02,5.98620e-01,1.80311e-01,
3.84791e+02,5.92740e-01,1.95120e-01,
3.88441e+02,5.89764e-01,1.42247e-01,
3.93199e+02,5.98521e-01,1.76898e-01,
3.94905e+02,5.98130e-01,1.60741e-01,
3.98447e+02,5.92462e-01,1.55020e-01,
3.83695e+02,5.85337e-01,1.39729e-01,
3.84180e+02,5.91399e-01,1.15537e-01,
3.85966e+02,5.87469e-01,1.18345e-01,
3.83093e+02,5.95377e-01,1.47703e-01,
3.87891e+02,5.87065e-01,1.44356e-01,
3.81465e+02,5.82710e-01,1.48459e-01,
3.82607e+02,5.78990e-01,1.46279e-01,
3.81308e+02,5.79513e-01,1.34724e-01,
3.84470e+02,5.86600e-01,1.55361e-01,
3.76955e+02,5.88301e-01,1.41250e-01,
3.84200e+02,5.79926e-01,1.48823e-01,
3.80417e+02,5.82331e-01,1.48696e-01,
3.73186e+02,5.79297e-01,1.87673e-01,
3.71248e+02,5.81567e-01,1.74864e-01,
3.79930e+02,5.78180e-01,1.27357e-01,
3.82842e+02,5.72398e-01,1.54350e-01,
3.75496e+02,5.64849e-01,1.59622e-01,
3.71436e+02,5.69270e-01,1.66087e-01,
3.74913e+02,5.68287e-01,1.19228e-01,
3.72949e+02,5.62553e-01,1.40400e-01,
3.77795e+02,5.69971e-01,1.40545e-01,
3.69127e+02,5.72831e-01,1.44934e-01,
3.78600e+02,5.62470e-01,1.42959e-01,
3.73483e+02,5.56585e-01,1.38032e-01,
3.70067e+02,5.57394e-01,1.29289e-01,
3.70135e+02,5.54033e-01,1.28386e-01,
3.67698e+02,5.51993e-01,1.83921e-01,
3.71159e+02,5.58440e-01,1.30838e-01,
3.66194e+02,5.54440e-01,1.41068e-01,
3.76128e+02,5.57439e-01,1.29039e-01,
3.59872e+02,5.47304e-01,1.34222e-01,
3.62845e+02,5.52791e-01,1.01258e-01,
3.63163e+02,5.43818e-01,1.24933e-01,
3.47774e+02,5.52288e-01,1.52958e-01,
3.66053e+02,5.41705e-01,1.71426e-01,
3.57546e+02,5.45383e-01,1.52218e-01,
3.59570e+02,5.47846e-01,1.30727e-01,
3.57693e+02,5.41298e-01,1.64114e-01,
3.54648e+02,5.39043e-01,1.49313e-01,
3.53144e+02,5.34146e-01,1.20494e-01,
3.51067e+02,5.44084e-01,1.18708e-01,
3.50753e+02,5.38452e-01,1.48526e-01,
3.49042e+02,5.41129e-01,1.54980e-01,
3.51201e+02,5.35057e-01,1.45599e-01,
3.43917e+02,5.37734e-01,1.38875e-01,
3.54900e+02,5.36064e-01,1.46893e-01,
3.43318e+02,5.26919e-01,1.40778e-01,
3.42595e+02,5.29358e-01,1.43549e-01,
3.45017e+02,5.25166e-01,1.38987e-01,
3.54867e+02,5.34204e-01,9.82598e-02,
3.50380e+02,5.23137e-01,1.35223e-01,
3.41848e+02,5.34353e-01,1.34414e-01,
3.47192e+02,5.26729e-01,1.49048e-01,
3.53116e+02,5.24148e-01,1.36754e-01,
3.45478e+02,5.25660e-01,1.35117e-01,
3.48145e+02,5.27182e-01,1.32031e-01,
3.46493e+02,5.27645e-01,1.17747e-01,
3.43951e+02,5.18646e-01,1.25227e-01,
3.44043e+02,5.14183e-01,1.09982e-01,
3.43733e+02,5.23264e-01,1.35714e-01,
3.35295e+02,5.11307e-01,1.48384e-01,
3.40003e+02,5.16526e-01,1.39104e-01,
3.48911e+02,5.26028e-01,1.27559e-01,
3.39356e+02,5.13696e-01,1.31203e-01,
3.39486e+02,5.14117e-01,1.60053e-01,
3.36618e+02,5.16777e-01,1.24989e-01,
3.32105e+02,5.09483e-01,1.19221e-01,
3.34215e+02,5.12554e-01,1.24879e-01,
3.41339e+02,5.08331e-01,1.29523e-01,
3.42789e+02,5.14400e-01,1.46353e-01,
3.34663e+02,5.06299e-01,1.41485e-01,
3.30401e+02,5.05718e-01,1.73020e-01,
3.24967e+02,5.06520e-01,1.68675e-01,
3.30019e+02,4.97764e-01,1.19991e-01,
3.32657e+02,5.05471e-01,1.47645e-01,
3.26071e+02,5.01015e-01,1.27640e-01,
3.22061e+02,5.04507e-01,1.09583e-01,
3.29105e+02,5.01953e-01,1.47127e-01,
3.33556e+02,5.01011e-01,1.34036e-01,
3.34573e+02,4.97360e-01,1.23368e-01,
3.26982e+02,4.91352e-01,1.23353e-01,
3.19972e+02,4.88118e-01,1.24957e-01,
3.29353e+02,4.96134e-01,1.52126e-01,
3.23699e+02,4.92782e-01,8.44723e-02,
3.21745e+02,4.81907e-01,1.25868e-01,
3.16721e+02,4.89123e-01,9.48382e-02,
3.25639e+02,4.84740e-01,1.21373e-01,
3.23834e+02,4.86065e-01,1.34457e-01,
3.27500e+02,4.89322e-01,1.38267e-01,
3.22333e+02,4.91304e-01,9.45399e-02,
3.41397e+02,4.91451e-01,1.10882e-01,
3.17301e+02,4.77695e-01,9.71486e-02,
3.18564e+02,4.78916e-01,1.59703e-01,
3.18985e+02,4.84787e-01,1.05373e-01,
3.14192e+02,4.78960e-01,1.73226e-01,
3.16522e+02,4.74979e-01,1.46175e-01,
3.15578e+02,4.75220e-01,1.55896e-01,
3.12149e+02,4.70452e-01,1.28372e-01,
3.18273e+02,4.70626e-01,1.41579e-01,
3.09368e+02,4.71907e-01,1.28225e-01,
3.13737e+02,4.65579e-01,1.25382e-01,
3.06203e+02,4.74531e-01,7.34153e-02,
3.13684e+02,4.73932e-01,1.37313e-01,
3.15352e+02,4.69928e-01,1.33004e-01,
3.11397e+02,4.66005e-01,1.58183e-01,
3.11935e+02,4.68788e-01,1.30387e-01,
3.02972e+02,4.66365e-01,1.12342e-01,
3.03590e+02,4.68875e-01,9.20185e-02,
3.06473e+02,4.60252e-01,1.11625e-01,
3.02152e+02,4.69891e-01,1.15057e-01,
3.09325e+02,4.63050e-01,1.20029e-01,
3.12284e+02,4.64190e-01,9.05988e-02,
3.03229e+02,4.57562e-01,1.42996e-01,
3.06547e+02,4.50212e-01,1.27598e-01,
3.06148e+02,4.58726e-01,1.42547e-01,
3.08408e+02,4.62505e-01,1.31255e-01,
3.00632e+02,4.57891e-01,8.67818e-02,
3.02333e+02,4.53897e-01,1.05430e-01,
3.05792e+02,4.53637e-01,1.32100e-01,
2.93831e+02,4.51996e-01,9.09435e-02,
2.99521e+02,4.52993e-01,1.13140e-01,
2.95969e+02,4.46435e-01,9.19571e-02,
2.95936e+02,4.56394e-01,1.31232e-01,
2.96748e+02,4.37606e-01,1.47170e-01,
2.97764e+02,4.33156e-01,1.33733e-01,
2.90927e+02,4.49154e-01,1.10678e-01,
2.95359e+02,4.34559e-01,1.50476e-01,
2.97026e+02,4.42258e-01,1.14752e-01,
2.98828e+02,4.43534e-01,1.43675e-01,
2.96482e+02,4.42046e-01,1.31256e-01,
2.94770e+02,4.38135e-01,1.38517e-01,
2.93133e+02,4.35332e-01,1.18834e-01,
2.91105e+02,4.34586e-01,1.33916e-01,
2.98394e+02,4.26720e-01,1.18033e-01,
2.96474e+02,4.29608e-01,1.05836e-01,
2.94248e+02,4.29770e-01,1.33273e-01,
2.90913e+02,4.35015e-01,1.35754e-01,
2.79641e+02,4.27039e-01,7.75240e-02,
2.86523e+02,4.31130e-01,7.90261e-02,
2.87577e+02,4.27830e-01,8.83404e-02,
2.84974e+02,4.27029e-01,9.64856e-02,
2.86740e+02,4.27348e-01,9.47690e-02,
2.80011e+02,4.30995e-01,8.38941e-02,
2.83427e+02,4.27628e-01,7.77283e-02,
2.81090e+02,4.27608e-01,1.44247e-01,
2.79166e+02,4.20941e-01,1.52694e-01,
2.78087e+02,4.25385e-01,1.09932e-01,
2.74889e+02,4.13136e-01,1.18926e-01,
2.87052e+02,4.18315e-01,1.09317e-01,
2.77545e+02,4.18639e-01,1.15951e-01,
2.88707e+02,4.27247e-01,8.28477e-02,
2.86634e+02,4.22726e-01,1.48235e-01,
2.83797e+02,4.21252e-01,6.96490e-02,
2.86089e+02,4.18817e-01,7.60586e-02,
2.89441e+02,4.23890e-01,5.53253e-02,
2.83558e+02,4.15708e-01,7.43095e-02,
2.81123e+02,4.17449e-01,5.49148e-02,
2.73671e+02,4.14108e-01,1.12869e-01,
2.75612e+02,4.10381e-01,1.35422e-01,
2.73887e+02,4.07500e-01,1.25083e-01,
2.70631e+02,4.13521e-01,1.21805e-01,
2.77576e+02,4.12069e-01,1.09750e-01,
2.61976e+02,4.01470e-01,1.12463e-01,
2.68434e+02,4.03086e-01,9.77349e-02,
2.71078e+02,4.14013e-01,1.11811e-01,
2.75505e+02,4.14408e-01,6.02197e-02,
2.73800e+02,4.06880e-01,1.10450e-01,
2.71311e+02,4.08053e-01,7.02847e-02,
2.73792e+02,4.02321e-01,8.33401e-02,
2.66772e+02,4.07638e-01,9.10736e-02,
2.69682e+02,3.94952e-01,1.03327e-01,
2.59678e+02,4.02416e-01,9.54770e-02,
2.63881e+02,4.00381e-01,1.21018e-01,
2.77987e+02,4.07034e-01,1.27708e-01,
2.75007e+02,3.98510e-01,1.58303e-01,
2.67482e+02,3.96584e-01,5.86652e-02,
2.68153e+02,3.95722e-01,8.83124e-02,
2.68355e+02,3.97670e-01,6.49524e-02,
2.60285e+02,3.94955e-01,8.52850e-02,
2.60032e+02,3.97766e-01,1.50607e-01,
2.59618e+02,3.93674e-01,1.07731e-01,
2.57262e+02,3.86590e-01,1.29847e-01,
2.55227e+02,3.92866e-01,7.89529e-02,
2.55587e+02,3.89421e-01,9.32487e-02,
2.50291e+02,3.92428e-01,9.80795e-02,
2.49619e+02,3.89585e-01,1.01905e-01,
2.64202e+02,3.95616e-01,9.25887e-02,
2.62706e+02,3.86300e-01,1.16748e-01,
2.59632e+02,3.84980e-01,1.32200e-01,
2.58939e+02,3.93356e-01,1.19256e-01,
2.59896e+02,3.81233e-01,7.34108e-02,
2.57602e+02,3.85318e-01,1.38363e-01,
2.62552e+02,3.83300e-01,6.38149e-02,
2.63395e+02,3.86061e-01,8.63050e-02,
2.56738e+02,3.83469e-01,1.04032e-01,
2.58520e+02,3.79528e-01,1.34402e-01,
2.61630e+02,3.81739e-01,9.45108e-02,
2.57687e+02,3.89800e-01,1.24392e-01,
2.50823e+02,3.79154e-01,1.09181e-01,
2.55925e+02,3.79810e-01,8.78481e-02,
2.56560e+02,3.80722e-01,1.34639e-01,
2.59967e+02,3.82805e-01,1.29031e-01,
2.48141e+02,3.80157e-01,1.52195e-01,
2.49735e+02,3.73056e-01,1.15414e-01,
2.55104e+02,3.68856e-01,9.30833e-02,
2.48396e+02,3.70502e-01,7.28606e-02,
2.55753e+02,3.74675e-01,1.41194e-01,
2.48614e+02,3.67872e-01,1.39506e-01,
2.41361e+02,3.67978e-01,1.25467e-01,
2.39181e+02,3.64774e-01,1.19886e-01,
2.39957e+02,3.72162e-01,9.44338e-02,
2.31608e+02,3.62428e-01,1.14513e-01,
2.42069e+02,3.70461e-01,7.27190e-02,
2.34325e+02,3.66867e-01,1.05284e-01,
2.40261e+02,3.74046e-01,1.14752e-01,
2.44544e+02,3.68032e-01,1.24832e-01,
2.35269e+02,3.62765e-01,1.14290e-01,
2.38459e+02,3.61496e-01,1.19636e-01,
2.35137e+02,3.72169e-01,1.20315e-01,
